#length[m], curvature[rad/m]
0.9, 0.0
0.1570796327, 10.0
0.6, 0.0
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
1.2, 0.0
1.570796327, 1.0
0.6, 0.0
0.3141592654, -10.0
0.6, 0.0
0.3141592654, 10.0
0.6, 0.0
0.3141592654, -10.0
0.6, 0.0
0.3141592654, 10.0
0.6, 0.0
0.3141592654, -10.0
0.6, 0.0
1.570796327, 1.0
1.727875959, 0.9090909091
0.3477274116, 10.0
0.3743953998, -10.0
0.2756214313, 6.66666666666667
0.72, 0.0
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
1.5, 0.0
0.15234632700769876, 2.0
0.3046926540153975, -2.0
0.15234632700769876, 2.0
1.45, 0.0
0.1756658912, -10.0
0.5056678752, 0.0
0.4707774451, -3.3333333333333
0.2643162505050253, 3.3333333333333
0.31894864922145516, -3.3333333333333
0.31894864922145516, 3.3333333333333
0.31894864922145516, -3.3333333333333
0.31894864922145516, 3.3333333333333
0.31894864922145516, -3.3333333333333
0.31894864922145516, 3.3333333333333
0.31894864922145516, -3.3333333333333
0.33238249780863965, 3.3333333333333
0.2700314761578802, -3.3333333333333
0.518817597774049, 3.3333333333333
0.1731923933898698, 10.0
3.412110783664563, 0.0
0.23754250426919823, -10.0
0.6642892307, 6.666666666666667
0.3785093762, -10.0
0.1, 0.0
0.3141592654, 10.0
0.1, 0.0
0.3141592654, -10.0
0.1, 0.0
0.471238898, 3.3333333333333
0.1570796327, 10.0
0.9, 0.0
