#marker data
0, 1, 0.0, -0.07
37, 0, 0.37, 0.07
47, 0, 0.47233381629926313, 0.06829395430777276
67, 0, 0.6676670953915227, 0.06829392175222625
77, 0, 0.770000912259462, 0.0699999333331813
87, 0, 0.8700009122594564, 0.06999989999984796
97, 0, 1.0187512273298194, -0.017699875771435412
118, 0, 1.0712512036115613, -0.01770015577130893
136, 0, 1.3262518653341733, 0.032703305752754076
149, 0, 1.3637517935332122, 0.032702918253496006
189, 0, 1.4451375105342976, -0.2681766218071077
201, 0, 1.3243850167353335, -0.2503244660176475
233, 0, 1.3163274860019205, -0.30977656331954917
250, 0, 1.4907921816506182, -0.3312808930511927
287, 0, 1.3637447333742707, -0.6327095936478142
301, 0, 1.3262448051743356, -0.632709305657983
318, 0, 1.071245051414521, -0.5823012507955747
340, 0, 1.0187450751362528, -0.5823005851093396
350, 0, 0.8699931803472195, -0.6699976814155346
360, 0, 0.7699931803628481, -0.6699959134411806
410, 0, 0.5408599861967098, -0.9199919825713957
425, 0, 0.4009540034676399, -1.1022013072421417
522, 0, -0.4571239370818955, -1.4589643092537936
584, 0, -0.3073400996523741, -1.6714844307594845
695, 0, 0.769980679731194, -1.329993271754003
962, 0, 2.539954612262749, -3.1000195933489905
1213, 0, 0.8699299060145556, -4.769994758485903
1449, 0, -0.7000468668154022, -3.199972044719968
1499, 0, -0.700039633077266, -2.699972044772295
1530, 0, -0.36003963310692044, -2.6999765126039628
1580, 0, -0.3600455400501605, -3.1999765125690707
1748, 0, 0.5705294930589468, -4.312253177583211
1758, 0, 0.6836913087565973, -4.344904926698013
1781, 0, 0.8561912627607878, -4.344907135964962
1791, 0, 0.9693539147859452, -4.312258285466389
1937, 0, 1.8822204558137738, -3.3994164902332624
1948, 0, 1.914872373931361, -3.2862547232998707
1971, 0, 1.9148748408203602, -3.1137547692991716
1981, 0, 1.8822261593258953, -3.0005920685143375
2148, 0, 0.7699747208951322, -2.0699868839759668
2178, 0, 0.46997472093021947, -2.0699822956946163
2288, 0, -0.16003491438091316, -2.699972274349313
2338, 0, -0.16004286777108834, -3.1999722742860564
2652, 0, 1.699957131998667, -3.2000015387360166
2794, 0, 0.869969765112799, -2.3699886237249377
2844, 0, 0.36996976517071495, -2.369981013475751
2907, 0, 0.039964742438810555, -2.699976377830747
2957, 0, 0.03995771879217529, -3.1999763777814154
3066, 0, 0.6699484830544721, -3.829985227508479
3145, 0, 1.0999547867212383, -3.399991671791545
3181, 0, 1.0428805018159433, -3.412913416151482
3222, 0, 0.7453805999514949, -3.3959102785599424
3243, 0, 0.723109896742037, -3.350153892021418
3264, 0, 0.6126128735629144, -3.0696525573711844
3299, 0, 0.5622084830584935, -3.0385867559377457
3323, 0, 0.24770855980264, -3.0385847703763686
3335, 0, 0.2199585340094046, -3.0199836247781797
3455, 0, -0.9800414659895604, -3.0199820487074835
3494, 0, -1.1600417023999225, -3.1999817534736428
3655, 0, -0.5659849429952619, -4.5928796235672875
3686, 0, -0.8013321313121707, -4.838260350094702
3777, 0, -1.3254294798898916, -4.07306004795423
3887, 0, -1.9600447395345186, -4.199984068543444
3987, 0, -1.9600427888125724, -5.199984068541542
3997, 0, -1.958414352728226, -5.297651192973193
4017, 0, -1.958413919369477, -5.502317802806607
4027, 0, -1.9600419418552946, -5.599984934133446
4077, 0, -1.960040799827655, -6.099984934132142
4097, 0, -2.206067685843233, -6.252037657499654
4108, 0, -2.3060671400711055, -6.2020374578687765
4119, 0, -2.400040254052906, -6.049984262190325
4224, 0, -2.400034938580232, -4.999984262203779
4234, 0, -2.398328374837927, -4.897650454542436
4254, 0, -2.398327353435993, -4.702317175452844
4264, 0, -2.400032846966824, -4.599983349949779
4434, 0, -2.4000236742967807, -2.899983349974526
4444, 0, -2.3983170764432074, -2.797649542882043
4464, 0, -2.39831598993018, -2.602316263792803
4474, 0, -2.400021449349736, -2.4999824377212465
4544, 0, -2.40001743903462, -1.799982437732734
4565, 0, -2.147715220257303, -1.6512341434871247
4607, 0, -2.1477146569830965, -1.5987340901279108
4628, 0, -2.400013683855006, -1.44998038200464
4688, 0, -2.4000042464420495, -0.8499803820788605
4708, 0, -2.147700540194405, -0.7012346108628765
4750, 0, -2.1476994519196655, -0.6487345575119203
4791, 0, -2.147693285029473, -0.3512342551898344
4833, 0, -2.1476921967547336, -0.2987342018388781
4866, 0, -2.2837452378177803, 0.011294888812555415
4898, 0, -1.983743020237792, 0.11128897579318293
4923, 0, -1.7924840674116216, -0.14995225582589114
4964, 0, -1.7399841994212193, -0.15745343416225344
5005, 0, -1.43974021907968, -0.19607133450205497
5048, 0, -1.3902402037062833, -0.1960722949125749
5070, 1, -1.2499849977493607, 0.06999748396963337
