#length[m], curvature[rad/m]
13.25, 0.0
0.3861006653, -1.666666667
0.2498091545, -10.0
0.3, 0.0
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
0.6, 0.0
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
0.15, 0.0
0.6696462312, 1.666666667
0.24152763344133454, 10.0
0.3921114119184752, -10.0
0.1960557059592376, 10.0
0.28732922445663683, -6.666666666666667
2.619637379485946, 0.0
0.3133650612423282, 10.0
1.5121507861321235, 0.0
0.27889187761739337, -10.0
0.45, 0.0
0.19112965419392774, -10.0
0.7142128534267638, 0.0
0.31349185482458497, 10.0
0.710563156939621, 0.0
0.194659101459249, -1.6666666666666667
0.3188888245956646, -10.0
0.4151428174866605, 10.0
0.27925951491766743, -6.666666666666667
1.05, 0.0
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
0.1, 0.0
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
0.1, 0.0
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
0.15006257041731003, 0.3333333333333333
0.30012514083462005, -0.3333333333333333
0.15006257041731003, 0.3333333333333333
0.15006257041731003, 0.3333333333333333
0.30012514083462005, -0.3333333333333333
0.15006257041731003, 0.3333333333333333
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
0.15006257041731003, 0.3333333333333333
0.30012514083462005, -0.3333333333333333
0.15006257041731003, 0.3333333333333333
0.1, 0.0
0.15006257041731003, 0.3333333333333333
0.30012514083462005, -0.3333333333333333
0.15006257041731003, 0.3333333333333333
0.1, 0.0
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
0.15006257041731003, 0.3333333333333333
0.30012514083462005, -0.3333333333333333
0.15006257041731003, 0.3333333333333333
0.15234632700769876, -2.0
0.3046926540153975, 2.0
0.15234632700769876, -2.0
1.056350832689629, 0.0
0.10107210205683154, 5.0
0.10107210205683154, -5.0
1.1780972450961724, -1.3333333333333333
0.29540429578596383, -10.0
0.42540044307272035, 10.0
0.11832333347506835, -10.0
0.17137830611706753, 10.0
0.3401307526082453, -10.0
0.15234632700769876, 2.0
0.3046926540153975, -2.0
0.15234632700769876, 2.0
0.25, 0.0
