#length[m], curvature[rad/m]
0.5625, 0.0
0.44331363000655977, -5.0
1.7213149080017351, 0.0
0.43458698374658805, -3.3333333333333335
0.3141592653589793, 3.3333333333333335
0.3141592653589793, -3.3333333333333335
0.20943951023931953, 3.3333333333333335
0.5235987755982988, -3.3333333333333335
0.5450127999999999, 0.0
0.44331363000655977, -5.0
0.65, 0.0
0.23561944901923448, 6.666666666666667
0.5168899, 0.0
0.3141592653589793, -5.0
0.8472477, 0.0
0.18500490071139894, -5.0
0.39269908169872414, 3.3333333333333335
0.5288347633542818, -6.666666666666667
1.8666666, 0.0
0.10210176124166828, 3.3333333333333335
0.20420352248333656, -3.3333333333333335
0.10210176124166828, 3.3333333333333335
0.9, 0.0
0.37437312455278365, -6.666666666666667
0.25, 0.0
0.23561944901923448, -6.666666666666667
0.23561944901923448, 6.666666666666667
0.25, 0.0
