#marker data
0, 1, 0.0, -0.07
450, 0, 4.5, 0.07
524, 0, 4.346033122962242, -0.4217976572807745
559, 0, 4.094173619482595, -0.41495361903914957
593, 0, 3.6995826554004085, -0.41101783309062095
627, 0, 3.4504160810562703, -0.41101724844362764
661, 0, 3.0588765665546274, -0.416812190187122
703, 0, 2.7281941181355727, -0.4108820557491194
744, 0, 2.2649993856327715, -0.40702652069596384
786, 0, 1.9349994002662985, -0.407025333880648
829, 0, 1.4551698913727886, -0.4011879936557098
863, 0, 1.206805028855509, -0.4067983061742825
881, 0, 0.9999990458211871, -0.4699888749992245
928, 0, 0.7699979311491749, -0.6999878384926829
944, 0, 0.7999979061488703, -0.7299879736888254
1319, 0, 4.549997906147569, -0.7299910986888275
1342, 0, 4.769997722813722, -0.9499906234605409
1629, 0, 2.57399948004168, -1.6819956017779376
1663, 0, 2.7499991992087, -1.3299951792767843
1793, 0, 4.049999199208682, -1.3299953922621626
1832, 0, 4.229999228698944, -1.1499954805755297
1856, 0, 4.149999507426262, -1.069995441325631
1876, 0, 3.949999507427476, -1.0699947445073577
1899, 0, 3.869999228701845, -1.1499942263026377
1949, 0, 3.86999598992538, -1.649994226292148
1988, 0, 3.549994021689523, -1.9699921534691573
2004, 0, 3.379995067326592, -1.79999048339864
2069, 0, 3.38000145290263, -1.1499904834300059
2113, 0, 3.221571133182049, -1.1337253808697045
2127, 0, 3.0545585129276063, -1.2691843792615842
2462, 0, -0.30042338314349637, -1.258162717175142
2495, 0, -0.4826337187048728, -0.9159530504035575
2559, 0, -0.6159662046177738, -0.915515475912639
2624, 0, -0.982630540878252, -0.914312146062614
2689, 0, -1.1159630267911531, -0.9138745715716957
2745, 0, -1.519693110569766, -1.0341600222540328
2835, 0, -1.5167391740066258, -0.1341648699010988
2858, 1, -1.2960189441629186, 0.08511187389691963
