#marker data
0, 1, 0.0, -0.07
56, 0, 0.5625, 0.07
100, 0, 0.778131587712769, -0.36249005625105307
272, 0, -0.2577815834982613, -1.7371932657550275
316, 0, -0.7382767222157597, -1.8349511065890118
347, 0, -0.9682767222157597, -1.8349511065890118
379, 0, -1.3382767222157597, -1.8349511065890118
399, 0, -1.4932158030791536, -1.8076311662666247
452, 0, -1.927465628815918, -1.4432522976521078
506, 0, -1.927465628815918, -0.898239497652108
551, 0, -1.4949755725648648, -0.6826079099393388
616, 0, -0.9758624910341244, -1.0737876749881705
639, 0, -0.8638264483781771, -1.058042036036551
691, 0, -0.5527543412426169, -0.6452354071117569
722, 0, -0.17463269727879474, -0.592093875650041
807, 0, 0.5020094017471008, -1.1019802698410612
826, 0, 0.6095193454960477, -1.3176118575538303
865, 0, 0.7799909651224677, -1.5397747976003162
918, 0, 0.5906514701064625, -1.9279782915943156
1104, 0, -0.9001347620727831, -0.8045902884981601
1115, 0, -0.9693898835117715, -0.7689215571369452
1135, 0, -1.1666664918600427, -0.6202629699255626
1145, 0, -1.22004277561052, -0.5635223092364586
1235, 0, -1.9388147346530835, -0.02188878839961491
1273, 0, -1.8064154295596329, 0.3738110238107895
1298, 0, -1.5564154295596329, 0.3738110238107896
1321, 0, -1.3364154295596329, 0.15381102381078968
1345, 1, -1.2564154295596328, 0.07381102381078974
